sorrowful,2
otherwise,4
occasional,1
would,167
pause:,2
floated,2
late,7
biscuit,2
[what,1
flimsy,1
after,83
personal,2
skirt,1
greedily,1
cat',2
queen,237
watch,10
about',2
door,44
foot,12
twice:,1
saying',1
rosetree,1
drummed,1
nor,4
instantly,8
attend,1
happened,24
gyre,5
row,5
dog:,1
almost,17
'hold,4
held,13
sand,2
could:,1
'of,12
muttered,5
own,24
large,60
gaily,1
carefully,8
canterbury,1
market-place,1
together:,1
c,2
conger-eel,1
become,6
view,2
to-morrow,4
finishing,1
twos,1
subject,13
'mine,1
mad,10
mightnt,2
frowning,6
brightly,1
while,49
dispute,2
crash,4
confusing',1
'without,1
back',2
dismal,1
instantly:,1
hoping,8
un-dish-cover,1
twas,3
barrowful,2
eh,1
phrase,1
wondered,3
carelessly,2
ill',2
sword,2
willing,2
limed,1
beasts,2
neck,16
shillings,1
queens,19
thirsty,4
seaside,1
kinds:,1
certainly,20
every,31
extra',1
knowledge,3
pockets,1
dum,2
left-hand,1
replied:,2
'hjckrrh',1
july,2
locked,2
boots,4
boy,6
